80010000 rdata
8002b158 howl_SetSong
8002b1bc howl_LoadSong
8002b2d8 howl_ErasePtrCseqHeader
8002b2e4 howl_GetNextNote
8002b330 cseq_opcode01_noteoff
8002b43c cseq_opcode03
8002b498 howl_InitChannelAttr_Music
8002b688 cseq_opcode_from06and07
// cseq_opcode05_noteon
8002b8c0 cseq_opcode06
8002b8ec cseq_opcode07
// cseq_opcode08
// cseq_opcode09
8002b9c0 cseq_opcode0a

8002bb54 SongPool_FindFreeChannel
8002bb90 SongPool_CalculateTempo
8002bbe4 SongPool_ChangeTempo
8002bc48 SongPool_Start
8002bef0 SongPool_Volume
8002bf08 SongPool_AdvHub1
8002bf5c SongPool_AdvHub2
8002c030 SongPool_StopCseq
8002c124 SongPool_StopAllCseq

8002c1ac howl_Disable

8002c1d0 UpdateChannelVol_EngineFX
8002c21c UpdateChannelVol_OtherFX
8002c288 UpdateChannelVol_Music
8002c37c UpdateChannelVol_EngineFX_All
8002c484 UpdateChannelVol_Music_All
8002c548 UpdateChannelVol_OtherFX_All

8002c5f8 howl_VolumeGet
8002c648 howl_VolumeSet
8002c708 howl_ModeGet
8002c714 howl_ModeSet

8002c720 OptionsMenu_TestSound

8002c9e8 Smart_EnterCriticalSection
8002ca18 Smart_ExitCriticalSection

8002ca50 Channel_SetVolume
8002cac4 Channel_FindSound
8002cb18 Channel_AllocSlot_AntiSpam
8002cce0 Channel_AllocSlot
8002cda8 Channel_SearchFX_EditAttr
8002cec8 Channel_SearchFX_Destroy
8002cfa0 Channel_DestroyAll_LowLevel
8002d0bc Channel_ParseSongToChannels
8002d3ac Channel_UpdateChannels

// not in sep3
8002d69c Cutscene_VolumeBackup
8002d6e0 Cutscene_VolumeRestore

8002d718 howl_PlayAudio_Update
8002d85c howl_InitChannelAttr_EngineFX
8002d934 howl_InitChannelAttr_OtherFX
8002da20 howl_PauseAudio
8002db5c howl_UnPauseChannel
8002dc94 howl_UnPauseAudio
8002ddb8 howl_StopAudio

// touches many pools, not just voiceline
8002de28 Voiceline_PoolInit

8002dfb8 Voiceline_ClearTimeStamp
8002dff0 Voiceline_PoolClear
8002e054 Voiceline_StopAll
8002e0c4 Voiceline_ToggleEnable
8002e0f8 Voiceline_RequestPlay
8002e444 Voiceline_StartPlay
8002e6b8 Voiceline_Update
8002e868 Voiceline_EmptyFunc
8002e870 Voiceline_SetDefaults

8002e8b4 Audio_SetState
8002ea90 Audio_SetState_Safe
8002ead0 Audio_AdvHub_SwapSong
8002eb18 Audio_SetMaskSong
8002ec40 Audio_Update
8002f218 Audio_SetDefaults
8002f278 Audio_SetReverbMode

// no intro music in sep3, extra func in japanRetail
8002f2f0 Music_SetIntro
8002f340 Music_LoadBanks
8002f414 Music_AsyncParseBanks
8002f904 Music_SetDefaults
8002f91c Music_Adjust
8002f9e4 Music_LowerVolume
8002fa38 Music_RaiseVolume
8002fa8c Music_Restart
8002fab8 Music_Stop
8002faf0 Music_Start // missing in sep3
8002fb08 Music_End
8002fb1c Music_GetHighestSongPlayIndex

8002fb28 GTE_AudioLR_Inst
8002fb98 GTE_AudioLR_Driver
8002fc24 GTE_GetSquaredLength

8002fc5c OtherFX_RecycleNew
8002fcf0 OtherFX_RecycleMute
8002fd2c OtherFX_DriverCrashing
8002fd88 GTE_GetSquaredDistance

8002fe18 CalculateVolumeFromDistance
8002ff60 PlayWarppadSound
8002ff8c Level_SoundLoopSet
80030010 Level_SoundLoopFade
80030084 Level_RandomFX
800301b0 Level_AmbientSound

800306a8 PlaySound3D
800308e8 PlaySound3D_Flags

80030bc0 EngineSound_Player
800311f4 EngineSound_VolumeAdjust
80031230 EngineSound_AI
800314f4 EngineSound_NearestAIs

// Garage is not in Sep3
800317d4 Garage_Init
80031830 Garage_Enter
800319d0 Garage_PlayFX
80031a84 Garage_LerpFX
// Garage_MoveLR
80031d18 Garage_Leave

// === Everything above "Instance" is "howl"

80031d44 INSTANCE_Birth
80031e38 INSTANCE_Birth3D
80031eb0 INSTANCE_Birth2D
80031f70 INSTANCE_BirthWithThread
8003201c INSTANCE_BirthWithThread_Stack
80032074 INSTANCE_Death

800320a0 INSTANCE_LevInitAll
800324a0 INSTANCE_LevDelayedLInBs
// INSTANCE_GetNumAnimFrames

800325a8 JitPool_Clear
80032628 JitPool_Init
800326a0 JitPool_Add
800326f8 JitPool_Remove

80032738 LevInstDef_UnPack
80032834 LevInstDef_RePack
80032994 LHMatrix_Parent

80032a48 LibraryOfModels_Store
80032a8c LibraryOfModels_Clear

// LinkedCollide_Radius
80032b78 LinkedCollide_Hitbox_Desc
80032bd4 LinkedCollide_Hitbox

80032d00 LIST_Clear
80032d10 LIST_AddFront
80032d54 LIST_AddBack
80032d98 LIST_GetNextItem
80032da4 LIST_GetFirstItem
80032db0 LIST_RemoveMember
80032e38 LIST_RemoveFront
// LIST_RemoveBack
80032f48 LIST_Init

80032fb4 LOAD_Callback_Overlay_Generic
80032fc0 LOAD_Callback_Overlay_230
80032fd4 LOAD_Callback_Overlay_231
80032fec LOAD_Callback_Overlay_232
80033004 LOAD_Callback_Overlay_233
8003301c LOAD_Callback_MaskHints3D
80033030 LOAD_Callback_Podiums
80033044 LOAD_Callback_LEV
80033070 LOAD_Callback_LEV_Adv
800330cc LOAD_Callback_DriverModels

800330e0 LOAD_HubCallback

8003311c LOAD_GlobalModelPtrs_MPK
800331a8 LOAD_HubSwapPtrs
800331e8 LOAD_StringToUpper
80033224 LOAD_InitCD // not psyq's CdInit

80033244 LOAD_ReadDirectory
800332fc LOAD_DramFileCallback
800333cc LOAD_DramFile
800334b0 LOAD_VramFileCallback
800335a8 LOAD_VramFile
800336dc LOAD_ReadFileASyncCallback
80033780 LOAD_ReadFile
80033910 LOAD_ReadFile_NoCallback

80033a04 LOAD_FindFile

80033a64 LOAD_HowlHeaderSectors
80033b18 LOAD_HowlCallback
80033b60 LOAD_HowlSectorChainStart
80033c38 LOAD_HowlSectorChainEnd
80033c80 LOAD_RunPtrMap

80033ccc LOAD_Robots2P
80033da8 LOAD_Robots1P
80033df8 LOAD_DriverMPK
8003411c LOAD_LangFile

800341bc LOAD_GetBigfileIndex
800342c8 LOAD_AppendQueue
80034324 LOAD_CDRequestCallback
80034358 LOAD_NextQueuedFile

80034594 LOAD_Hub_ReadFile
800346a0 LOAD_Hub_SwapNow
800348b0 LOAD_Hub_Main

800346a0 LOAD_OvrLOD
80034acc LOAD_OvrEndRace
80034b48 LOAD_OvrThreads
80034bb4 LOAD_GetAdvPackIndex
80034be8 LOAD_TenStages

80035db4 LOAD_TalkingMask
80035e58 LOAD_LevelFile

80035ecc LOAD_IsOpen_RacingOrBattle
80035eec LOAD_IsOpen_MainMenu
80035f04 LOAD_IsOpen_AdvHub
80035f24 LOAD_IsOpen_Podiums

// End of LOAD_ 	^^^^		???

// Start of MAIN_ 	vvvv		???

80035f44 MainDB_GetClipSize
80035fb0 MainDB_PrimMem
80036014 MainDB_OTMem

8003606c MainDrawCb_DrawSync
80036090 MainDrawCb_Vsync

80036134 MainFrame_TogglePauseAudio
800361a8 MainFrame_ResetDB
80036340 MainFrame_GameLogic

// VisMem (not important)
// unknown 80036c70

80036da4 MainFrame_VisMemFullFrame
// MainFrame_InitVideoSTR
8003735c MainFrame_HaveAllPads

8003740c MainFrame_RequestMaskHint
8003745c MainFrame_RenderFrame

8003902c MainFreeze_ConfigDrawNPC105
800391f8 MainFreeze_ConfigDrawArrows
800393d8 MainFreeze_ConfigSetupEntry

8003a11c MainFreeze_MenuPtrOptions
8003ae7c MainFreeze_MenuPtrQuit

8003af70 MainFreeze_SafeAdvDestroy

8003afb8 MainFreeze_MenuPtrDefault
8003b340 MainFreeze_GetMenuPtr
8003b40c MainFreeze_IfPressStart

8003b51c MainGameEnd_SoloRaceGetReward
8003b828 MainGameEnd_SoloRaceSaveHighScore
8003b970 MainGameEnd_Initialize
8003c484 MainGameStart_Initialize
8003c520 MainInit_VisMem
8003c5a4 MainInit_RainBuffer

8003c68c MainInit_PrimMem
8003c844 MainInit_JitPoolsReset
8003c8a4 MainInit_OTMem
8003c9ac MainInit_JitPoolsNew
8003cc40 MainInit_Drivers
8003cea4 MainInit_FinalizeInit
8003d744 MainInit_StringToLevID

8003d7b8 MainInit_VRAMClear
8003d880 MainInit_VRAMDisplay
8003d98c MainKillGame_StopCTR

// No Spyro 2 in this build

8003d9f8 MainLoadVLC_Callback
8003da08 MainLoadVLC // whatever that is
8003da7c main

8003e534 MainRaceTrack_StartLoad
8003e578 MainRaceTrack_RequestLoad

// MainStats_ClearBattleVS
8003e620 MainStats_RestartRaceCountLoss

// End of MAIN ^^^

// Start of MATH vvv

8003e73c MATH_Sin
8003e778 MATH_Cos
8003e7cc MATH_FastSqrt
8003e81c MATH_HitboxMatrix
8003e8e0 MATH_VectorLength
8003e930 MATH_VectorNormalize
8003ea18 MATH_MatrixMul

// End of MATH ^^^

// Start of MEMCARD vvv

// There is no SetIcon in this build
// Extra function in sep3, name scramble?
8003ea9c MEMCARD_CRC16
8003eae0 MEMCARD_ChecksumSave
8003eb74 MEMCARD_ChecksumLoad
8003ec44 MEMCARD_StringInit
8003ec8c MEMCARD_StringSet
8003ed34 MEMCARD_InitCard
8003eeb8 MEMCARD_CloseCard
8003ef48 MEMCARD_GetNextSwEvent
8003efc4 MEMCARD_GetNextHwEvent
8003f040 MEMCARD_WaitForHwEvent
8003f0b0 MEMCARD_SkipEvents
8003f0f4 MEMCARD_NewTask
8003f154 MEMCARD_CloseFile
8003f18c MEMCARD_ReadFile
8003f1f8 MEMCARD_WriteFile
8003f26c MEMCARD_GetFreeBytes
// Extra in Japan Retail (card_clear)
// unknown 8003f308
8003f794 MEMCARD_GetInfo
8003f7f8 MEMCARD_Load
8003f8a0 MEMCARD_Save
8003fa78 MEMCARD_Format
8003faf8 MEMCARD_IsFile
8003fb5c MEMCARD_FindFirstGhost
8003fbd4 MEMCARD_FindNextGhost
8003fc30 MEMCARD_EraseFile

// End of MEMCARD

// Start of MEMPACK

8003fc9c MEMPACK_Init
8003fd68 MEMPACK_SwapPacks
8003fd8c MEMPACK_NewPack_StartEnd
8003fdb8 MEMPACK_GetFreeBytes
8003fdd0 MEMPACK_AllocMem
8003fe44 MEMPACK_AllocHighMem
8003fe94 MEMPACK_ClearHighMem
8003fea8 MEMPACK_ReallocMem
8003fed4 MEMPACK_PushState
8003ff14 MEMPACK_ClearLowMem
8003ff2c MEMPACK_PopState
8003ff64 MEMPACK_PopToState

8003ff84 MixRNG_Scramble
8003ffc8 MixRNG_Particles
80040008 MixRNG_GetValue

8004003c Particle_FuncPtr_PotionShatter
80040174 Particle_FuncPtr_SpitTire
8004037c Particle_FuncPtr_ExhaustUnderwater
8004040c Particle_OnDestroy
// extra here in sep3
80040458 Particle_UpdateList
80040990 Particle_UpdateAllParticles
800409e8 Particle_BitwiseClampByte
80040a20 Particle_SetColors
80040aec Particle_RenderList
80041864 Particle_Init

80041dac PickupBots_Init
80041e14 PickupBots_Update
80042a50 PlayLevel_UpdateLapStats
800431e0 Podium_InitModels

8004331c PROC_DestroyTracker
80043358 PROC_DestroyInstance
8004337c PROC_DestroyObject
800433f8 PROC_DestroySelf
80043460 PROC_DestroyBloodline
800434b4 PROC_CheckBloodlineForDead
80043550 PROC_CheckAllForDead
800435b8 PROC_BirthWithObject
800437e8 PROC_CollidePointWithSelf
800438a4 PROC_CollidePointWithBucket
800438f0 PROC_SearchForModel

80043958 PROC_PerBspLeaf_CheckInstances
80043aa0 PROC_StartSearch_Self
80043b30 PROC_CollideHitboxWithBucket

80043c54 PushBuffer_Init
80043e6c PushBuffer_SetPsyqGeom
80043ed0 PushBuffer_SetDrawEnv_DecalMP
80043fe8 PushBuffer_SetDrawEnv_Normal
80044160 PushBuffer_SetMatrixVP
800443ac PushBuffer_SetFrustumPlane
8004464c PushBuffer_UpdateFrustum
80044e84 PushBuffer_FadeOneWindow
80045014 PushBuffer_FadeAllWindows

8004508c QueueLoadTrack_MenuProc
80045160 QueueLoadTrack_GetMenuPtr

// missing in sep3
8004516c RaceConfig_LoadGameOptions
// no RaceConfig_SaveGameOptions in this build

80045280 RaceFlag_MoveModels
80045368 RaceFlag_IsFullyOnScreen
80045374 RaceFlag_IsFullyOffScreen
80045390 RaceFlag_IsTransitioning
800453d8 RaceFlag_SetDrawOrder
800453fc RaceFlag_BeginTransition
80045478 RaceFlag_SetFullyOnScreen
800454a4 RaceFlag_SetFullyOffScreen
800454d4 RaceFlag_SetCanDraw
800454e0 RaceFlag_GetCanDraw
800454ec RaceFlag_GetOT
800456dc RaceFlag_ResetTextAnim
800456ec RaceFlag_DrawLoadingString
80045934 RaceFlag_DrawSelf

80046344 RECTMENU_DrawPolyGT4
800463dc RECTMENU_DrawOuterRect_Edge
80046444 RECTMENU_DrawTime
80046580 RECTMENU_DrawRwdBlueRect_Subset
800466a0 RECTMENU_DrawRwdBlueRect
80046834 RECTMENU_DrawRwdTriangle
80046980 RECTMENU_DrawOuterRect_LowLevel
80046a9c RECTMENU_DrawOuterRect_HighLevel
80046ad8 RECTMENU_DrawQuip
80046bfc RECTMENU_DrawInnerRect

80046e38 RECTMENU_DrawFullRect
80046f40 RECTMENU_GetHeight
80047070 RECTMENU_GetWidth
800471d0 RECTMENU_DrawSelf
800477f0 RECTMENU_ClearInput
80047844 RECTMENU_CollectInput
80047920 RECTMENU_ProcessInput
80047bf8 RECTMENU_ProcessState
80047d7c RECTMENU_Show
80047db4 RECTMENU_Hide
80047dc8 RECTMENU_BoolHidden

80047ddc RefreshCard_BoolGhostForLEV
// unknown 80047e60
// unknown 80047e7c
80047f08 RefreshCard_NextMemcardAction // DCxDemo says it uses SLOTS, not just ghost

// no RefreshCard_GhostEncodeByte in this build
80047f4c RefreshCard_GhostDecodeByte
// no RefreshCard_GhostEncodeProfile in this build
80047fbc RefreshCard_GhostDecodeProfile

// no RefreshCard_StartMemcardAction in this build
80048120 RefreshCard_StopMemcardAction

// unknown 80048138
// unknown 8004815c

80048198 RefreshCard_GetNumGhostsTotal
800481a4 RefreshCard_GameProgressAndOptions

// unknown 80048244
// unknown 800489cc
// unknown 80048cd8

80048d1c SelectProfile_QueueLoadHub_MenuProc
80048d70 SelectProfile_ThTick
80048e94 SelectProfile_PrintInteger
80048f2c SelectProfile_UI_ConvertX
80048f4c SelectProfile_UI_ConvertY
80048f6c SelectProfile_DrawAdvProfile
8004951c SelectProfile_GetTrackID
8004953c SelectProfile_Init
80049850 SelectProfile_Destroy
800498d0 SelectProfile_AdvPickMode_MenuProc
// no SelectProfile_DrawGhostProfile

// no SelectProfile_MuteCursors
80049940 SelectProfile_UnMuteCursors

80049988 SelectProfile_ToggleMode
80049a38 SelectProfile_InitAndDestroy
80049a68 SelectProfile_InputLogic
// no SelectProfile_AllProfiles_MenuProc

80049d98 SubmitName_RestoreName
80049df0 SubmitName_DrawMenu
80049e68 SubmitName_MenuProc

80049f54 TakeCupProgress_Activate
80049f7c TakeCupProgress_MenuProc

8004a040 Timer_Init
8004a094 Timer_Destroy
8004a0c8 Timer_GetTime_Total
8004a140 Timer_GetTime_Elapsed

8004a194 Torch_Main
8004a638 Torch_Subset1
8004a670 Torch_Subset2
8004a6f0 Torch_Subset3
8004a770 Torch_Subset4
8004a90c Torch_Subset5
8004aaa8 Torch_Subset6
8004ac44 Torch_Subset7
8004ae58 Torch_Subset8
8004b06c Torch_Subset9

// ======== Start of UI ===========

8004b280 UI_SaveLapTime
// extra func in japan retail

8004b43c UI_ThTick_CountPickup
8004b574 UI_ThTick_Reward
8004b638 UI_ThTick_CtrLetters
8004b728 UI_ThTick_big1

8004b7cc UI_ConvertX_2
8004b7ec UI_ConvertY_2

8004b80c UI_INSTANCE_BirthWithThread
8004bbe8 UI_INSTANCE_InitAll

8004c338 UI_Map_DrawMap
8004c5d8 UI_Map_GetIconPos
8004c8d0 UI_Map_DrawAdvPlayer
8004c968 UI_Map_DrawRawIcon
8004ca80 UI_Map_DrawDrivers
8004cc0c UI_Map_DrawGhosts
8004cd20 UI_Map_DrawTracking // warpballs

8004ce04 UI_WeaponBG_AnimateShine
8004d0a0 UI_WeaponBG_DrawShine
8004d384 UI_TrackerBG

8004d5fc UI_DrawDriverIcon

8004d7cc UI_Lerp2D_Angular
8004d93c UI_Lerp2D_HUD
8004d9f8 UI_Lerp2D_Linear

8004dad0 UI_DrawRaceClock
8004e5b8 UI_DrawLimitClock

8004e6fc UI_BattleDrawHeadArrows
8004ea58 UI_TrackerSelf
8004f180 UI_DrawPosSuffix
8004f24c UI_DrawLapCount
8004f378 UI_DrawBattleScores

8004f504 UI_Weapon_DrawSelf
8004f824 UI_Weapon_DrawBG

8004f94c UI_DrawNumWumpa
8004fb98 UI_DrawNumTimebox
8004fc44 UI_DrawNumRelic
8004fcf0 UI_DrawNumKey
8004fd9c UI_DrawNumTrophy
8004fe48 UI_DrawNumCrystal

8004feec UI_DrawSpeedNeedle
800503d8 UI_DrawSpeedBG
80050990 UI_JumpMeter_Update
80050b50 UI_JumpMeter_Draw
80050f7c UI_DrawSlideMeter

800511f0 UI_DrawRankedDrivers
80051cc4 UI_DrawTurboCounter
// one extra function, 1111 (left-hand turbo counter?)
80051fb4 UI_RenderFrame_Racing
80052ffc UI_RenderFrame_AdvHub
800530c0 UI_RenderFrame_CrystChall
800533c0 UI_RenderFrame_Wumpa3D_2P3P4P

8005376c UI_VsQuipReadDriver
800537dc UI_VsQuipAssign
80053960 UI_VsQuipAssignAll
80053e58 UI_VsQuipDrawAll
80053fe8 UI_VsWaitForPressX

80054470 UI_RaceEnd_GetDriverClock
80054584 UI_RaceStart_IntroText1P
800549d4 UI_RaceEnd_MenuProc

80054dc0 UI_CupStandings_FinalizeCupRanks
80054f64 UI_CupStandings_UpdateCupRanks
80055040 UI_CupStandings_InputAndDraw

// ======== End of UI ===========

800560a0 Vector_SpecLightSpin2D
800561ec Vector_SpecLightSpin3D
80056488 Vector_SpecLightNoSpin3D

80056654 Vector_BakeMatrixTable
80056a14 VehAfterColl_GetSurface
80056a38 VehAfterColl_GetTerrain

80056a5c VehBirth_TeleportSelf
80057668 VehBirth_TeleportAll
80057718 VehBirth_GetModelByName
80057830 VehBirth_SetConsts

80057974 VehBirth_EngineAudio_AllPlayers
80057a34 VehBirth_TireSprites
80057b14 VehBirth_NonGhost
80057ca8 VehBirth_Player

80057d3c VehCalc_InterpBySpeed
80057d84 VehCalc_MapToRange
80057df4 VehCalc_SteerAccel
80057e58 VehCalc_FastSqrt

80057ee8 VehEmitter_Exhaust
8005812c VehEmitter_Sparks_Ground
80058340 VehEmitter_Terrain_Ground
80058568 VehEmitter_Sparks_Wall
80058800 VehEmitter_DriverMain

8005990c VehFire_Audio
800599e4 VehFire_Increment
80059eac VehFrameInst_GetStartFrame
80059edc Instance_GetNumAnimFrames

80059f60 VehFrameProc_Driving
8005a2f8 VehFrameProc_Spinning
8005a3e4 VehFrameProc_LastSpin

8005a4a0 VehGroundShadow_Subset1
8005a508 VehGroundShadow_Main
8005af08 VehGroundSkids_Subset1
